1.5	7.456
1.51	6.924
1.52	6.779
1.53	6.443
1.54	6.488
1.55	6.26
1.56	6.376
1.57	6.707
1.58	6.989
1.59	7.229
1.6	7.496
1.61	7.762
1.62	8.058
1.64	8.008
1.65	8.145
1.66	8.1
1.67	8.328
1.68	8.003
1.69	7.848
1.7	7.809
1.71	9.536
1.72	10.667
1.73	11.756
1.74	12.108
1.75	12.242
1.76	12.428
1.77	12.296
1.78	12.308
1.79	12.354
1.8	12.579
1.81	12.174
1.82	12.349
1.83	12.215
1.84	11.67
1.85	11.232
1.86	10.392
1.88	9.612
1.89	8.683
1.9	7.708
1.91	6.933
1.92	6.068
1.93	5.558
1.94	5.192
1.95	4.897
1.96	4.703
1.97	4.569
1.98	4.309
1.99	4.16
2	4.361
2.01	4.55
2.02	4.851
2.03	5.275
2.04	6.097
2.05	6.725
2.06	7.734
2.07	8.577
2.08	9.464
2.09	10.116
2.1	11.283
2.11	11.812
2.12	12.494
2.14	13.14
2.15	13.699
2.16	14.173
2.17	14.15
2.18	14.197
2.19	14.648
2.2	14.742
2.21	14.798
2.22	15.044
2.23	14.996
2.24	15.11
2.25	15.694
2.26	16.278
2.27	17.108
2.28	18.699
2.29	20.952
2.3	25.09
2.31	31.744
2.32	43.154
2.33	54.015
2.34	63.621
2.35	73.882
2.36	82.641
2.38	90.751
2.39	97.697
2.4	101.567
2.41	107.452
2.42	109.119
2.43	111.093
2.44	112.062
2.45	112.645
2.46	112.963
2.47	112.656
2.48	109.642
2.49	107.449
2.5	104.153
2.51	100.696
2.52	98.491
2.53	97.917
2.54	96.534
2.55	95.871
2.56	96.238
2.57	99.69
2.58	102.389
2.59	105.531
2.6	108.157
2.61	110.478
2.62	111.124
2.64	112.38
2.65	113.045
2.66	112.727
2.67	112.233
2.68	112.029
2.69	111.018
2.7	109.467
2.71	107.617
2.72	104.887
2.73	102.334
2.74	97.527
2.75	95.388
2.76	91.765
2.77	87.982
2.78	85.798
2.79	84.224
2.8	81.819
2.81	79.517
2.82	78.178
2.83	75.579
2.84	71.693
2.85	67.562
2.86	62.319
2.88	56.29
2.89	50.018
2.9	44.791
2.91	40.545
2.92	36.432
2.93	33.505
2.94	31.246
2.95	28.856
2.96	26.843
2.97	24.888
2.98	22.903
2.99	21.072
3	20.994
3.01	20.424
3.02	19.302
3.03	19.09
3.04	18.649
3.05	18.426
3.06	18.474
3.07	18.928
3.08	19.02
3.09	19.087
3.1	19.972
3.11	20.047
3.12	20.48
3.14	20.585
3.15	20.79
3.16	20.912
3.17	20.841
3.18	20.96
3.19	20.9
3.2	20.962
3.21	20.926
3.22	21.283
3.23	21.661
3.24	22.286
3.25	23.91
3.26	24.98
3.27	27.08
3.28	30.209
3.29	35.517
3.3	43.733
3.31	56.561
3.32	75.868
3.33	95.37
3.34	112.237
3.35	128.498
3.36	141.317
3.38	152.296
3.39	160.524
3.4	168.653
3.41	175.838
3.42	180.239
3.43	181.636
3.44	184.032
3.45	185.356
3.46	184.98
3.47	183.845
3.48	183.008
3.49	181.053
3.5	179.122
3.51	174.363
3.52	173.046
3.53	171.464
3.54	170.285
3.55	170.353
3.56	172.044
3.57	176.125
3.58	183.663
3.59	189.673
3.6	196.196
3.61	201.646
3.62	202.901
3.64	206.35
3.65	209.189
3.66	208.09
3.67	208.435
3.68	205.614
3.69	204.45
3.7	202.228
3.71	198.913
3.72	194.908
3.73	191.722
3.74	187.377
3.75	183.466
3.76	178.403
3.77	174.651
3.78	169.754
3.79	168.145
3.8	163.986
3.81	159.76
3.82	156.332
3.83	154.055
3.84	147.938
3.85	138.891
3.86	128.854
3.88	116.567
3.89	107.099
3.9	94.488
3.91	85.529
3.92	77.862
3.93	71.329
3.94	66.435
3.95	62.663
3.96	59.307
3.97	55.753
3.98	53.524
3.99	51.118
4	51.644
4.01	51.828
4.02	53.403
4.03	57.056
4.04	62.518
4.05	70.178
4.06	78.638
4.07	87.073
4.08	97.659
4.09	106.404
4.1	115.639
4.11	123.88
4.12	130.955
4.14	138.757
4.15	145.194
4.16	150.429
4.17	153.922
4.18	159.091
4.19	160.155
4.2	162.463
4.21	163.447
4.22	163.936
4.23	165.73
4.24	168.783
4.25	174.324
4.26	179.765
4.27	188.533
4.28	202.42
4.29	226.85
4.3	265.267
4.31	328.473
4.32	419.664
4.33	511.613
4.34	598.999
4.35	681.671
4.36	754.335
4.38	819.685
4.39	863.159
4.4	909.657
4.41	943.966
4.42	969.018
4.43	979.435
4.44	982.944
4.45	985.154
4.46	980.975
4.47	977.695
4.48	975.434
4.49	968.526
4.5	965.818
4.51	945.836
4.52	922.945
4.53	897.011
4.54	867.763
4.55	853.456
4.56	856.441
4.57	872.71
4.58	896.223
4.59	927.726
4.6	947.058
4.61	948.01
4.62	961.85
4.64	955.887
4.65	956.242
4.66	958.537
4.67	956.625
4.68	952.036
4.69	941.332
4.7	928.114
4.71	914.809
4.72	899.433
4.73	896.152
4.74	886.765
4.75	885.045
4.76	873.813
4.77	857.455
4.78	836.771
4.79	828.024
4.8	808.21
4.81	791.86
4.82	769.301
4.83	748.033
4.84	718.416
4.85	681.706
4.86	631.225
4.88	579.345
4.89	521.832
4.9	471.994
4.91	433.992
4.92	402.474
4.93	370.952
4.94	346.492
4.95	322.931
4.96	301.553
4.97	281.482
4.98	262.999
4.99	244.841
5	240.035
5.01	230.338
5.02	222.506
5.03	217.405
5.04	217.784
5.05	220.009
5.06	224.04
5.07	231.455
5.08	237.277
5.09	243.859
5.1	251.85
5.11	258.48
5.12	266.103
5.14	271.12
5.15	277.207
5.16	281.264
5.17	286.682
5.18	288.87
5.19	291.136
5.2	292.998
5.21	296.36
5.22	300.187
5.23	305.912
5.24	316.04
5.25	328.205
5.26	342.847
5.27	365.723
5.28	398.617
5.29	448.991
5.3	527.795
5.31	647.652
5.32	807.4
5.33	957.151
5.34	1101.926
5.35	1216.529
5.36	1320.122
5.38	1411.099
5.39	1485.172
5.4	1552.458
5.41	1591.055
5.42	1628.418
5.43	1642.465
5.44	1641.668
5.45	1637.516
5.46	1616.622
5.47	1602.297
5.48	1598.845
5.49	1583.215
5.5	1567.509
5.51	1531.746
5.52	1482.941
5.53	1424.413
5.54	1386.147
5.55	1357.56
5.56	1354.197
5.57	1360.33
5.58	1389.901
5.59	1407.205
5.6	1437.539
5.61	1450.843
5.62	1444.817
5.64	1449.235
5.65	1456.234
5.66	1455.258
5.67	1466.017
5.68	1458.267
5.69	1455.579
5.7	1445.763
5.71	1450.819
5.72	1427.325
5.73	1425.7
5.74	1411.831
5.75	1419.531
5.76	1415.834
5.77	1403.119
5.78	1388.134
5.79	1381.183
5.8	1363.037
5.81	1343.758
5.82	1340.917
5.83	1333.671
5.84	1297.283
5.85	1236.941
5.86	1158.488
5.88	1070.005
5.89	966.482
5.9	871.959
5.91	792.329
5.92	728.639
5.93	670.321
5.94	625.421
5.95	582.706
5.96	551.37
5.97	522.169
5.98	494.785
5.99	468.081
6	465.566
6.01	461.987
6.02	469.308
6.03	483.599
6.04	509.952
6.05	545.687
6.06	587.053
6.07	632.326
6.08	682.973
6.09	727.917
6.1	771.648
6.11	815.015
6.12	855.415
6.14	890.813
6.15	917.908
6.16	938.569
6.17	958.106
6.18	967.599
6.19	976.844
6.2	985.055
6.21	997.067
6.22	1008.584
6.23	1021.934
6.24	1038.032
6.25	1059.631
6.26	1083.146
6.27	1119.951
6.28	1171.998
6.29	1241.848
6.3	1327.014
6.31	1453.141
6.32	1615.927
6.33	1794.522
6.34	1955.6
6.35	2126.208
6.36	2292.427
6.38	2457.389
6.39	2606.156
6.4	2745.667
6.41	2873.519
6.42	2975.295
6.43	3028.144
6.44	3062.765
6.45	3078.603
6.46	3084.486
6.47	3064.885
6.48	3036.818
6.49	2964.981
6.5	2946.051
6.51	2852.256
6.52	2736.13
6.53	2631.508
6.54	2537.931
6.55	2462.373
6.56	2396.062
6.57	2352.433
6.58	2338.048
6.59	2320.347
6.6	2317.725
6.61	2307.061
6.62	2301.361
6.64	2290.31
6.65	2274.929
6.66	2267.444
6.67	2258.194
6.68	2231.753
6.69	2224.976
6.7	2196.153
6.71	2180.209
6.72	2151.367
6.73	2133.701
6.74	2128.456
6.75	2123.879
6.76	2114.753
6.77	2106.41
6.78	2122.408
6.79	2136.792
6.8	2116.685
6.81	2115.552
6.82	2099.277
6.83	2033.103
6.84	1939.393
6.85	1809.582
6.86	1664.13
6.88	1519.416
6.89	1376.609
6.9	1248.41
6.91	1151.146
6.92	1061.681
6.93	990.774
6.94	929.324
6.95	869.882
6.96	820.007
6.97	768.087
6.98	715.83
6.99	668.779
